siec	geo	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
R5210P	CZ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	DE	10.777	6.973	5.071	3.804	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	DK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	EE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	EL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	ES	0.000	0.000	0.048	0.015	0.000	0.000	0.275	0.559	0.284	0.010	0.005	0.028
R5210P	EU27_2020	29.084	25.119	21.699	20.967	10.632	7.615	5.986	3.732	3.457	2.548	1.909	1.932
R5210P	FI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	FR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	HR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	HU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	IE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	IT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	LT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	LU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	LV	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	MT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	NL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	PL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	PT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	RO	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	SE	18.307	18.146	16.580	17.148	10.632	7.615	5.711	3.173	3.173	2.538	1.904	1.904
R5210P	SI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5210P	SK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220B	AT	349.549	365.358	361.073	374.951	381.780	380.932	364.872	363.229	328.169	350.590	326.032	344.506
R5220B	BE	297.776	295.458	380.405	220.759	398.019	381.774	365.299	355.854	572.208	612.057	634.727	630.593
R5220B	BG	85.928	95.878	95.878	113.968	130.249	139.594	135.032	147.614	145.550	146.768	169.250	155.938
R5220B	CY	15.907	15.023	9.721	9.721	8.837	8.570	8.950	10.739	24.086	24.369	23.273	21.332
R5220B	CZ	219.165	223.584	250.979	233.305	252.747	254.514	247.444	266.886	306.654	287.212	259.817	241.258
R5220B	DE	1994.409	1865.234	1952.484	1789.192	1792.109	1825.256	1911.118	1900.247	2575.667	2141.247	2176.319	2156.514
R5220B	DK	155.847	162.117	168.707	170.261	173.465	171.837	170.982	182.662	171.719	174.789	153.714	132.703
R5220B	EE	0.000	0.000	0.000	0.000	0.000	1.511	12.574	20.023	32.739	41.445	25.994	20.100
R5220B	EL	103.396	121.296	134.480	141.511	149.422	165.812	158.785	160.891	136.819	148.670	0.000	0.000
R5220B	ES	1952.106	740.329	783.931	792.140	983.272	1137.290	1486.556	1471.927	1281.365	1267.894	1256.926	1746.320
R5220B	EU27_2020	10638.838	9416.784	10233.630	10128.924	9930.671	10758.498	12021.652	12495.968	12732.049	13071.587	12818.378	13182.767
R5220B	FI	102.871	155.966	426.232	430.278	108.860	310.118	281.465	338.518	301.490	557.424	426.897	424.913
R5220B	FR	2275.484	2293.678	2541.224	2562.430	2514.736	2593.901	2546.990	2539.585	2086.767	2164.244	2105.698	2172.915
R5220B	HR	27.556	22.392	13.450	16.896	0.000	0.000	26.231	61.392	64.646	90.390	20.829	0.281
R5220B	HU	103.002	105.689	128.081	132.559	143.308	119.124	142.412	156.743	195.257	197.944	214.066	225.709
R5220B	IE	56.219	73.682	89.613	98.327	85.770	131.104	127.033	161.980	155.137	158.097	200.562	268.819
R5220B	IT	1262.850	1178.012	1055.173	1141.779	1008.336	1028.682	1217.077	1245.660	1245.077	1388.392	1354.083	1254.768
R5220B	LT	52.140	51.256	57.442	58.326	50.373	63.452	69.815	65.396	87.136	110.289	100.038	97.652
R5220B	LU	46.978	54.335	67.455	76.096	80.509	106.633	112.828	112.522	128.648	120.724	109.747	102.095
R5220B	LV	13.328	12.439	15.993	15.105	2.666	1.364	29.373	27.620	32.359	35.034	5.921	3.141
R5220B	MT	1.767	3.764	5.646	5.646	6.587	7.417	10.021	10.673	14.013	10.629	12.609	13.287
R5220B	NL	188.234	174.095	220.932	152.304	115.256	174.202	322.802	411.319	294.207	358.623	298.923	288.941
R5220B	PL	635.598	597.898	563.820	498.424	285.445	428.681	738.752	797.285	837.131	836.888	890.917	1042.013
R5220B	PT	267.770	255.398	254.514	302.236	237.723	237.855	252.584	262.060	235.399	322.063	314.548	328.756
R5220B	RO	83.835	96.685	90.532	95.806	164.364	182.026	201.684	270.426	339.039	278.752	276.566	241.282
R5220B	SE	228.163	323.083	420.445	553.009	713.531	756.127	882.635	926.761	926.216	1016.940	1244.744	1056.312
R5220B	SI	45.830	52.880	36.135	22.915	14.101	20.819	65.981	90.838	85.246	94.702	72.917	86.246
R5220B	SK	73.130	81.255	109.285	120.980	129.206	129.903	132.357	137.118	129.305	135.411	143.261	126.373
R5220P	AT	64.149	70.824	172.452	218.350	104.192	41.226	70.690	64.340	24.788	19.183	25.900	50.683
R5220P	BE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	BG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	CY	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	CZ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	DE	122.139	24.744	1.815	1.793	0.896	5.314	3.541	1.773	5.549	9.972	23.458	38.783
R5220P	DK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	EE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	EL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.044	0.000	0.000	0.000
R5220P	ES	0.000	0.000	6.129	3.061	4.117	14.534	41.416	28.777	34.934	21.343	15.078	3.605
R5220P	EU27_2020	300.988	197.490	358.685	416.449	326.283	501.443	488.571	462.868	433.129	460.455	586.699	791.809
R5220P	FI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	FR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.766	167.434
R5220P	HR	8.110	9.069	16.375	7.390	0.853	0.329	0.369	0.233	0.150	0.000	0.000	0.000
R5220P	HU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	IE	0.085	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	IT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	149.081
R5220P	LT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	LU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	LV	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	MT	0.865	1.240	1.537	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	NL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	PL	33.367	5.508	8.705	1.522	4.303	0.046	0.813	40.500	19.385	74.792	80.565	4.957
R5220P	PT	0.000	0.000	0.000	0.000	0.000	2.060	4.215	1.848	1.413	1.059	0.845	0.901
R5220P	RO	44.423	51.068	34.511	45.222	11.501	24.133	4.949	44.106	52.585	96.070	138.208	134.312
R5220P	SE	27.850	34.985	117.161	138.076	200.421	413.801	362.578	281.224	294.281	238.036	201.879	242.053
R5220P	SI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5220P	SK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	AT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	BE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	BG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	CY	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	CZ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	DE	11.541	0.000	2.956	0.607	1.602	1.650	0.667	1.286	0.715	1.365	1.907	2.424
R5290	DK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	EE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	EL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	ES	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	EU27_2020	15.939	4.139	7.797	3.891	3.880	1.689	0.927	2.245	2.026	3.354	3.971	16.819
R5290	FI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	FR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	HR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	HU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	IE	0.000	0.000	0.000	0.000	0.000	0.000	0.241	0.940	1.289	1.959	2.049	0.301
R5290	IT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14.046
R5290	LT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	LU	0.220	0.169	0.126	0.058	0.051	0.039	0.019	0.019	0.022	0.030	0.015	0.048
R5290	LV	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	MT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	NL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	PL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	PT	4.178	3.970	4.715	3.226	2.227	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	RO	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	SE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	SI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5290	SK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	AT	0.011	0.018	0.548	0.416	0.408	0.256	0.367	0.381	0.335	0.350	0.355	0.556
R5300	BE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	BG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	CY	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	CZ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.086
R5300	DE	28.662	41.488	38.621	29.665	32.555	38.287	33.415	56.798	75.977	0.000	0.000	0.000
R5300	DK	0.000	0.000	0.000	0.019	0.099	0.336	0.000	0.800	0.000	0.000	0.000	0.000
R5300	EE	0.000	0.000	0.000	0.000	0.000	0.000	1.204	2.493	3.069	4.739	5.073	7.717
R5300	EL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	ES	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	EU27_2020	98.273	116.576	122.908	127.310	132.159	150.348	154.457	158.804	171.766	89.569	92.392	92.767
R5300	FI	0.072	0.096	0.167	0.167	0.191	0.334	0.979	1.552	4.084	5.302	8.503	8.909
R5300	FR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	HR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	HU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	IE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	IT	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024
R5300	LT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	LU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	LV	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	MT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	NL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	PL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	PT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	RO	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	SE	69.504	74.950	83.548	97.019	98.882	111.111	118.468	96.756	88.277	79.154	78.437	75.475
R5300	SI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
R5300	SK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TOTAL	AT	7792.365	8294.925	8228.068	8464.597	8598.512	8724.365	8836.593	8830.326	7713.848	7974.016	7554.494	7388.309
TOTAL	BE	8547.642	8393.755	8526.843	8910.922	9005.124	8857.478	8901.812	8839.799	7745.474	8559.603	8692.334	8875.468
TOTAL	BG	2914.390	2620.341	2916.487	3211.585	3268.077	3324.915	3374.736	3413.546	3209.758	3434.583	3468.082	3527.768
TOTAL	CY	687.941	619.936	599.542	621.949	658.147	681.155	684.771	692.280	617.554	661.604	654.346	683.163
TOTAL	CZ	5788.889	5738.681	5948.768	6195.220	6417.093	6617.264	6659.891	6778.778	6377.501	6749.252	6888.929	7027.815
TOTAL	DE	53259.098	54240.042	55445.775	55144.756	56556.589	57247.225	55470.398	56220.462	51000.996	49902.777	50725.775	49196.831
TOTAL	DK	4064.792	3996.957	4031.340	4217.280	4274.701	4264.797	4308.604	4236.978	3937.535	4022.590	3984.212	3960.154
TOTAL	EE	757.812	739.198	741.510	760.004	776.895	803.862	834.796	839.841	795.628	840.249	845.746	845.792
TOTAL	EL	5615.546	5608.770	5635.497	5753.399	5897.048	5815.313	5897.204	6045.183	5141.857	5530.448	5866.033	6128.632
TOTAL	ES	29798.111	28203.413	28427.130	29439.410	30631.963	31749.555	32513.600	32915.106	26059.067	30350.056	32477.593	32202.670
TOTAL	EU27_2020	269842.444	266246.629	269337.695	273058.171	279383.199	285120.588	286622.198	289168.871	251668.567	272637.030	280598.287	279327.848
TOTAL	FI	4197.694	4209.977	4113.791	4105.519	4180.495	4194.818	4241.568	4178.021	3882.493	4023.489	3856.329	3774.514
TOTAL	FR	45784.887	45618.722	45608.619	46189.642	46411.645	46673.389	45890.954	45647.154	38389.753	43582.259	45082.067	44088.810
TOTAL	HR	1902.891	1924.636	1900.924	1997.802	2045.099	2196.674	2146.863	2235.149	1968.591	2147.878	2234.877	2488.585
TOTAL	HU	3692.233	3459.986	3873.295	4181.253	4261.597	4496.778	4790.228	5070.454	4459.534	4897.618	5277.609	4933.005
TOTAL	IE	3626.674	3687.124	3837.801	3886.315	4098.280	4052.125	4097.465	4125.899	3489.153	3716.859	3989.487	4116.602
TOTAL	IT	36348.734	35701.272	37009.372	36374.374	35814.501	34525.408	35579.484	35861.202	28976.458	34801.761	36684.754	37105.507
TOTAL	LT	1508.424	1502.068	1662.623	1750.186	1864.513	1960.025	2081.494	2150.671	2126.456	2144.972	2103.595	2144.100
TOTAL	LU	2207.321	2166.737	2086.962	1958.228	1907.236	1966.428	2101.340	2153.407	1667.676	1771.034	1554.536	1509.857
TOTAL	LV	929.636	939.540	982.367	1037.650	1033.562	1080.824	1108.725	1098.869	1045.500	1077.062	1022.107	1021.614
TOTAL	MT	181.194	183.709	187.942	199.764	199.742	207.327	227.773	241.714	205.248	215.149	251.962	266.614
TOTAL	NL	11278.336	10761.714	9920.280	9967.474	9958.958	10312.888	10559.675	10550.151	8988.105	9134.753	9099.104	9496.615
TOTAL	PL	16680.374	15744.030	15804.956	16561.088	18557.173	21415.239	22316.791	22746.098	21725.353	23508.374	23856.025	23719.096
TOTAL	PT	5531.309	5435.469	5464.228	5555.183	5690.973	5788.829	5847.575	5982.658	5002.965	5468.095	5793.595	6173.905
TOTAL	RO	5314.735	5188.743	5266.333	5337.702	5738.034	6149.188	6303.748	6571.907	6460.800	6879.222	7444.576	7698.756
TOTAL	SE	7232.473	7148.502	7145.920	7295.500	7224.832	7307.861	7127.429	7026.905	6610.086	6824.465	6575.208	6494.968
TOTAL	SI	1899.103	1809.666	1794.900	1772.570	1882.533	1934.203	1974.630	1926.584	1583.292	1799.603	1954.951	1834.363
TOTAL	SK	2299.840	2308.716	2176.422	2168.799	2429.877	2772.655	2744.051	2789.729	2487.886	2619.259	2659.961	2624.335
