siec	geo	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
O4000XBIO	MK	217.543	207.875	188.181	172.262	134.483	120.805	122.580	141.595	196.536	188.875	166.405	136.701
O4000XBIO	MT	9.100	17.479	20.569	19.442	19.585	17.718	17.786	20.577	26.504	27.884	30.695	21.344
O4000XBIO	NL	3259.239	3027.070	3100.057	3024.391	3397.808	3332.153	3339.384	3058.340	3333.786	3182.568	3018.680	3005.294
O4000XBIO	NO	942.924	967.342	892.815	889.702	821.962	871.329	930.864	879.063	931.263	899.495	862.656	840.952
O4000XBIO	PL	834.463	834.348	736.044	616.853	650.555	748.628	750.055	905.592	858.162	906.320	887.668	1075.910
O4000XBIO	PT	713.027	655.942	697.669	725.041	605.188	620.902	581.433	547.130	554.341	512.031	588.301	541.444
O4000XBIO	RO	913.079	834.613	904.649	968.219	912.186	945.094	989.023	1203.450	1128.776	1087.872	1063.473	1124.176
O4000XBIO	RS	585.881	387.943	376.497	354.605	355.255	329.798	352.951	370.547	295.310	310.752	419.326	371.071
O4000XBIO	SE	1202.779	1073.097	970.678	923.706	967.013	960.607	1004.303	939.042	843.911	877.691	874.171	936.625
O4000XBIO	SI	106.128	117.035	111.426	94.157	94.130	96.147	99.597	94.592	97.709	99.567	109.541	104.849
O4000XBIO	SK	166.626	66.007	72.690	113.546	114.966	140.809	299.487	288.964	300.407	314.662	321.712	323.267
O4000XBIO	TR	1736.192	1128.728	835.618	997.553	846.224	4402.231	4379.683	3426.624	4130.396	3362.031	3643.991	3532.562
O4000XBIO	UA	1241.027	1026.070	912.886	806.681	174.549	370.813	441.722	516.995	639.281	:	:	:
O4000XBIO	UK	4413.940	3832.603	3891.108	3982.505	2199.342	2519.264	2441.184	2166.525	:	:	:	:
O4000XBIO	XK	103.701	111.748	100.137	158.809	149.803	185.143	175.638	185.298	179.693	193.493	168.850	193.069
P1000	AL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	AT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	BA	:	:	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	:
P1000	BE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	BG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	CY	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	CZ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	DE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	DK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	EE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.952	2.290
P1000	EL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	ES	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	EU27_2020	208.117	181.726	200.202	181.102	162.579	153.949	168.408	160.847	122.005	107.225	72.098	50.792
P1000	FI	200.276	173.340	192.240	175.949	156.612	148.795	163.233	154.850	118.352	104.729	69.263	47.051
P1000	FR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	GE	:	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	:
P1000	HR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	HU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	IE	0.373	0.240	0.332	0.403	0.419	0.375	0.418	0.000	0.000	0.000	0.000	0.000
P1000	IS	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	IT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	LT	1.793	1.475	1.475	1.157	1.475	1.408	1.647	1.008	0.095	0.064	0.032	0.000
P1000	LU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	LV	0.000	0.480	0.480	0.240	0.720	0.018	0.015	0.346	0.205	0.626	0.561	0.161
P1000	MD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	ME	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	MK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	MT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	NL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	NO	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	PL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	PT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	RO	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	RS	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	SE	5.675	6.191	5.675	3.353	3.353	3.353	3.095	4.643	3.353	1.806	1.290	1.290
P1000	SI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	SK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	TR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P1000	UA	0.701	2.800	0.350	4.550	6.735	5.359	3.609	4.428	2.399	:	:	:
P1000	UK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	:	:	:	:
P1000	XK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RA000	AL	10.414	10.390	10.414	10.605	10.728	7.720	8.580	8.079	8.600	8.600	9.300	8.427
RA000	AT	1258.632	1226.544	1198.130	1183.874	1272.553	1273.736	1188.715	1194.031	1141.120	1258.316	1392.268	1408.621
RA000	BA	:	:	17.006	18.749	17.484	17.197	17.221	17.221	13.996	7.452	9.482	:
RA000	BE	598.828	687.884	686.672	694.486	706.935	703.947	722.419	681.234	657.652	720.573	707.993	687.106
RA000	BG	193.752	244.575	220.956	270.350	254.872	238.146	239.670	248.132	260.533	234.650	259.751	216.563
RA000	CY	4.466	5.876	10.270	13.089	14.498	23.348	33.516	30.160	42.163	45.919	43.497	41.234
RA000	CZ	418.090	451.482	460.295	487.991	492.898	462.759	442.219	496.716	529.733	546.272	534.492	510.170
RA000	DE	2654.705	2633.261	2716.693	2617.998	2774.110	2758.365	2752.943	2744.092	2755.055	2829.839	2900.365	2730.501
RA000	DK	181.979	165.077	155.934	168.527	170.036	193.978	209.357	224.872	223.270	215.738	223.609	226.204
RA000	EE	76.431	84.289	89.209	109.153	11.847	24.176	31.599	14.607	18.704	16.983	20.339	45.285
RA000	EL	205.312	129.063	163.772	196.833	146.508	135.380	142.957	140.716	157.112	132.042	120.950	136.986
RA000	ES	1269.786	1179.663	1259.776	1482.754	1823.978	1890.734	1944.232	2084.654	1941.510	1992.415	2124.941	2450.089
RA000	EU27_2020	19046.332	19584.085	19985.262	20804.838	21712.191	21976.620	22603.337	23107.444	23185.677	23294.418	23611.965	24150.512
RA000	FI	3123.579	3212.820	3382.224	3453.162	3671.075	3893.502	4140.373	4236.488	3942.833	4114.743	3551.547	3573.681
RA000	FR	1348.989	1317.629	1221.026	1330.282	1419.701	1281.309	1483.639	1442.512	1504.333	1464.824	1818.381	1913.778
RA000	GE	:	0.215	0.310	0.836	1.505	1.106	1.693	1.101	0.934	1.247	0.521	:
RA000	HR	51.209	45.070	38.956	30.381	19.490	32.036	33.775	32.184	35.421	31.525	28.384	27.156
RA000	HU	64.656	102.011	129.454	129.622	141.946	183.386	214.770	246.991	247.444	305.078	309.783	301.519
RA000	IE	134.803	141.010	171.853	179.206	175.882	193.466	198.853	190.201	187.457	178.093	182.067	170.732
RA000	IS	11.202	21.733	24.443	25.050	23.840	30.070	34.476	12.191	11.549	11.809	11.453	13.559
RA000	IT	271.066	274.577	327.123	402.479	392.663	392.716	406.256	423.531	435.097	540.622	515.797	556.310
RA000	LT	86.343	86.128	83.668	88.827	95.586	101.008	111.039	112.329	127.687	133.754	129.383	142.472
RA000	LU	22.742	23.407	26.632	24.470	23.862	22.180	15.523	8.773	11.201	13.004	12.106	5.452
RA000	LV	295.285	307.777	354.065	358.818	330.873	351.120	401.859	395.574	421.046	438.815	488.323	499.812
RA000	MD	1.314	0.836	0.693	1.481	1.027	1.027	1.576	0.549	1.385	3.033	2.866	4.514
RA000	ME	5.326	4.992	8.933	9.458	9.363	8.288	8.312	9.124	9.028	9.554	11.680	11.369
RA000	MK	6.114	5.398	6.735	5.708	5.213	6.039	8.002	7.513	16.659	14.052	12.080	6.455
RA000	MT	0.011	0.013	0.016	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RA000	NL	101.008	103.755	145.577	150.131	146.954	141.644	204.452	187.009	172.355	178.093	185.355	154.278
RA000	NO	425.297	426.554	306.042	318.722	289.938	317.130	346.858	412.371	426.006	487.660	477.541	434.678
RA000	PL	1046.814	1311.145	1350.100	1410.098	1556.798	1695.408	1718.086	1871.223	2010.715	1607.086	1599.070	1619.288
RA000	PT	999.833	1069.946	984.057	969.893	1020.171	1016.324	1013.819	1056.559	1036.688	1000.276	1059.634	1032.396
RA000	RO	262.778	275.413	263.041	246.202	298.199	292.204	243.781	238.694	201.501	202.828	210.438	145.795
RA000	RS	71.319	194.349	127.854	133.587	131.747	185.697	173.472	192.937	186.342	177.637	161.400	157.516
RA000	SE	4049.593	4193.140	4134.041	4318.309	4331.175	4248.358	4249.633	4328.184	4750.686	4682.046	4783.406	5165.647
RA000	SI	54.552	64.130	88.540	80.467	77.697	77.720	69.267	72.961	73.700	80.294	76.770	80.240
RA000	SK	271.090	248.400	323.182	407.423	341.884	349.670	390.585	405.017	300.661	330.590	333.316	309.197
RA000	TR	268.009	276.990	279.999	282.985	288.000	294.999	307.000	289.000	295.000	301.000	0.000	0.000
RA000	UA	46.408	38.287	47.578	86.486	51.376	52.331	28.136	73.923	75.571	:	:	:
RA000	UK	357.830	451.087	456.523	953.377	1019.800	1024.219	1179.063	1204.022	:	:	:	:
RA000	XK	11.274	11.632	11.441	11.990	15.668	13.360	14.703	14.612	13.859	13.700	14.560	14.593
S2000	AL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	AT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	BA	:	:	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	:
S2000	BE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	BG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	CY	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	CZ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	DE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	DK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	EE	41.521	36.274	33.911	14.961	9.738	19.981	22.423	19.881	1.380	0.000	0.000	0.000
S2000	EL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	ES	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	EU27_2020	41.521	36.274	33.911	14.961	9.738	19.981	22.423	19.881	1.380	0.000	0.000	0.000
S2000	FI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	FR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	GE	:	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	:
S2000	HR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	HU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	IE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	IS	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	IT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	LT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	LU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	LV	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	MD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	ME	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	MK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	MT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	NL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	NO	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	PL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	PT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	RO	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	RS	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	SE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	SI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	SK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	TR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S2000	UA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	:	:	:
S2000	UK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	:	:	:	:
S2000	XK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TOTAL	AL	276.839	281.451	372.768	301.176	285.923	405.514	457.432	366.407	385.240	446.307	430.752	403.808
TOTAL	AT	7652.596	7494.580	7340.552	7363.897	7608.447	7629.156	7563.291	7542.285	7247.230	7498.369	7500.388	6941.117
TOTAL	BA	:	:	717.286	756.627	754.104	828.931	863.498	752.725	600.610	703.358	664.959	:
TOTAL	BE	10499.402	10741.364	10561.058	10570.767	10633.040	10445.668	10682.358	10692.054	10317.245	10826.807	9799.562	9274.392
TOTAL	BG	2566.576	2595.527	2617.523	2719.641	2655.459	2757.516	2736.144	2678.806	2646.350	2823.820	2703.532	2454.736
TOTAL	CY	173.464	186.089	225.539	211.592	215.369	234.200	227.688	228.648	244.584	246.344	250.728	252.856
TOTAL	CZ	6726.299	6426.744	6331.755	6477.940	6412.090	6734.121	6699.106	6618.619	6567.069	7013.271	6564.625	5961.917
TOTAL	DE	56712.955	56347.486	55725.644	56067.590	56677.082	57146.089	57090.092	55649.346	54762.640	56214.334	53008.103	50065.859
TOTAL	DK	2303.364	2179.385	2120.599	2109.385	2165.623	2284.765	2318.721	2257.716	2307.482	2475.968	2362.488	2226.657
TOTAL	EE	564.247	639.597	555.819	535.033	457.757	462.926	485.921	459.307	408.037	383.584	358.400	337.166
TOTAL	EL	2995.491	2835.531	3088.300	3128.446	3073.122	2762.817	2738.854	2587.606	2523.498	2565.401	2565.529	2463.422
TOTAL	ES	20116.469	19610.466	19320.720	19424.018	20653.448	21134.634	21262.424	21348.181	19646.016	20829.894	18762.056	18476.512
TOTAL	EU27_2020	239838.024	236987.314	233540.360	234294.541	238596.357	240841.049	242863.814	240365.088	231779.371	242602.277	226860.705	214730.243
TOTAL	FI	10233.196	10270.024	10218.642	10156.882	10500.774	10699.835	11038.184	10980.131	10257.554	10760.748	9736.046	9292.601
TOTAL	FR	29303.795	29346.268	28026.982	27645.856	28259.531	27276.873	27683.260	27199.133	24979.571	26955.910	25645.695	23957.107
TOTAL	GE	:	732.581	759.094	776.551	747.355	836.142	868.278	822.425	783.177	826.807	890.856	:
TOTAL	HR	1099.202	1075.141	1066.433	1056.141	1057.427	1148.118	1161.853	1172.434	1171.272	1191.359	1128.479	1173.888
TOTAL	HU	3182.392	3725.701	3705.025	3867.221	3988.299	4282.774	4453.878	4459.617	4421.598	4729.286	4303.259	3994.577
TOTAL	IE	1791.904	1865.197	2014.498	2002.030	2080.640	2160.445	2221.542	2193.425	2252.294	2222.972	2101.207	2060.134
TOTAL	IS	1359.322	1424.410	1442.055	1460.048	1344.211	1394.304	1401.396	1315.423	1298.431	1330.039	1374.644	1389.684
TOTAL	IT	26948.704	25353.587	24739.085	24853.372	25088.949	24925.749	24663.854	24928.486	23861.103	26438.993	24626.605	23502.312
TOTAL	LT	1071.759	1037.327	1033.722	982.755	988.969	1070.927	1106.588	1113.763	1024.340	1109.164	953.872	898.670
TOTAL	LU	693.133	662.241	662.991	645.852	672.673	630.695	648.871	631.731	580.106	607.148	542.744	487.400
TOTAL	LV	827.436	767.643	791.158	787.780	748.954	793.356	897.892	852.758	870.923	894.162	907.202	921.406
TOTAL	MD	234.103	250.298	227.156	212.330	196.056	211.736	248.859	231.500	224.167	246.109	213.867	191.982
TOTAL	ME	203.208	183.351	133.191	131.817	120.024	139.009	135.524	137.222	133.129	138.656	89.434	85.137
TOTAL	MK	579.083	555.332	517.614	474.779	441.263	388.256	412.335	450.049	461.198	484.170	374.033	329.870
TOTAL	MT	43.762	52.230	55.495	55.139	54.925	57.156	58.835	61.017	66.241	70.032	73.998	63.758
TOTAL	NL	13558.768	13350.828	13080.793	13126.469	13784.073	13754.908	13635.096	13261.118	13269.471	13285.819	12253.862	11636.499
TOTAL	NO	6055.585	6075.229	5964.490	6011.625	6048.099	6136.644	6247.355	6256.929	6354.920	6674.264	6440.716	6094.071
TOTAL	PL	13733.354	14210.670	14153.187	14095.754	14652.306	15820.047	16327.935	16492.204	15921.165	16274.112	15074.146	13723.846
TOTAL	PT	4606.171	4598.647	4405.499	4411.521	4381.447	4525.297	4553.901	4618.128	4447.539	4531.067	4504.197	4312.786
TOTAL	RO	6748.255	6272.845	6427.425	6418.898	6263.796	6437.729	6612.433	6661.063	6437.031	6856.343	5739.746	4958.000
TOTAL	RS	2463.907	2395.892	1955.714	2046.578	2174.093	2266.020	2397.904	2211.385	2025.761	2119.302	2241.068	2230.487
TOTAL	SE	11244.099	11029.728	10799.075	11019.170	10971.244	10917.194	11013.378	10891.752	11154.427	11120.715	11045.139	11349.805
TOTAL	SI	1207.414	1197.651	1231.213	1228.021	1242.337	1295.612	1319.176	1322.080	1256.408	1294.263	1181.138	1073.341
TOTAL	SK	3233.817	3114.817	3241.628	3333.371	3308.576	3452.442	3662.539	3463.680	3138.177	3382.392	3167.959	2869.479
TOTAL	TR	25566.818	24029.040	25101.897	26109.622	26330.093	32121.826	32331.058	30491.713	32577.260	36752.141	33339.942	32514.150
TOTAL	UA	23981.954	21841.758	20568.374	16377.631	15512.409	15094.859	16416.222	16126.577	15979.570	:	:	:
TOTAL	UK	23613.280	23643.762	22967.703	23060.440	21304.966	21625.725	21689.348	21118.796	:	:	:	:
TOTAL	XK	273.752	262.900	245.253	307.181	281.257	313.240	281.795	299.970	302.386	328.236	298.264	316.098
W6100_6220	AL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
W6100_6220	AT	231.945	228.612	239.495	236.925	267.386	264.591	273.815	243.123	250.945	248.758	285.744	243.257
W6100_6220	BA	:	:	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	:
W6100_6220	BE	161.658	159.172	151.636	136.620	131.821	100.358	116.688	125.416	116.019	118.845	125.762	114.539
W6100_6220	BG	7.309	13.447	13.089	18.272	31.504	38.629	43.642	57.242	58.501	67.549	70.154	43.924
W6100_6220	CY	0.573	1.075	7.548	12.324	15.835	21.553	22.969	30.786	34.802	40.421	46.520	45.908
W6100_6220	CZ	143.522	134.876	167.479	189.118	216.800	211.523	254.037	263.550	269.687	264.829	257.345	205.019
W6100_6220	DE	900.760	1005.923	1017.770	1026.225	1132.416	1126.684	1244.674	1273.717	1296.336	1291.511	1239.467	1209.253
W6100_6220	DK	15.692	15.788	16.072	18.426	20.797	29.208	37.618	36.297	34.977	31.264	27.551	27.551
W6100_6220	EE	0.000	57.920	16.886	18.845	16.504	16.435	8.704	17.161	3.573	0.043	0.000	0.000
W6100_6220	EL	0.000	0.000	0.000	64.536	27.539	0.000	0.000	0.000	0.000	0.000	0.000	0.000
W6100_6220	ES	169.504	152.926	170.214	161.689	203.575	212.656	222.212	212.469	188.726	207.485	204.790	207.098
W6100_6220	EU27_2020	2952.600	3256.620	3440.983	3527.292	3982.797	3978.805	4420.392	4542.581	4726.360	4765.209	4751.298	4533.762
W6100_6220	FI	38.191	52.116	54.122	47.244	49.537	52.713	51.424	47.984	48.844	50.588	46.862	43.709
W6100_6220	FR	339.337	347.704	353.752	346.670	397.053	326.313	366.815	390.645	306.081	386.249	375.729	364.733
W6100_6220	GE	:	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	:
W6100_6220	HR	8.145	8.742	10.151	9.315	10.151	11.529	19.530	26.963	38.939	45.178	46.217	49.429
W6100_6220	HU	31.790	30.357	46.169	55.269	61.479	75.642	95.514	111.732	110.968	137.551	109.630	86.629
W6100_6220	IE	27.363	38.528	41.581	43.983	41.707	56.862	54.733	56.673	53.605	53.923	58.388	74.820
W6100_6220	IS	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
W6100_6220	IT	280.668	280.883	271.926	268.558	276.464	245.146	252.225	283.596	312.516	285.641	281.326	298.640
W6100_6220	LT	0.000	0.000	0.000	0.000	0.000	0.000	1.051	2.006	1.600	2.603	2.580	12.468
W6100_6220	LU	14.410	15.310	15.286	13.591	13.031	13.810	14.906	14.815	23.338	20.566	20.984	15.838
W6100_6220	LV	55.675	52.928	65.300	55.006	36.687	26.104	45.249	42.628	52.620	47.328	50.048	51.514
W6100_6220	MD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
W6100_6220	ME	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
W6100_6220	MK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
W6100_6220	MT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
W6100_6220	NL	0.000	0.000	0.000	9.894	28.546	30.848	20.166	16.886	14.653	3.081	2.939	14.142
W6100_6220	NO	71.128	80.539	83.524	84.098	80.181	76.359	84.205	84.384	85.333	83.215	86.721	77.121
W6100_6220	PL	399.661	423.760	489.682	481.704	628.356	717.022	802.202	815.442	798.060	750.206	774.330	717.012
W6100_6220	PT	62.745	70.436	86.056	55.866	90.475	95.643	87.239	87.492	96.557	89.420	86.093	85.298
W6100_6220	RO	27.181	40.126	63.414	66.160	73.302	88.948	167.917	149.754	279.187	316.316	327.559	327.904
W6100_6220	RS	0.000	0.000	0.406	0.502	0.525	0.575	0.654	0.640	0.766	0.760	0.751	0.702
W6100_6220	SE	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	85.220	89.854	85.507	88.612
W6100_6220	SI	15.835	18.128	25.198	29.712	31.886	39.149	47.768	53.344	47.396	44.939	44.083	46.343
W6100_6220	SK	20.636	107.863	118.157	161.340	179.946	177.439	169.294	182.860	203.210	171.061	181.690	160.122
W6100_6220	TR	0.000	0.000	0.000	0.000	0.000	0.000	832.995	867.999	911.000	1077.256	1128.804	1192.301
W6100_6220	UA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13.280	:	:	:
W6100_6220	UK	47.483	83.620	90.403	69.385	76.383	76.049	90.403	89.233	:	:	:	:
W6100_6220	XK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
